      -0.402925        1.39884        1.45571
      -0.464439       0.157292       0.490351
       0.237333        1.19454        1.21789
       0.995748      -0.668834        1.19952
      -0.105277      -0.975834       0.981496
      -0.522557      0.0213109       0.522991
         0.4025       0.675329       0.786178
       -1.88866      -0.777018        2.04225
       0.265355      -0.931998       0.969038
     -0.0938633      -0.344534       0.357091
        1.34893      -0.396526          1.406
       -0.67925      -0.188327       0.704874
       -2.34307      -0.812261        2.47986
       0.719598        2.30155        2.41142
      -0.477256        0.16398       0.504641
       0.137507      -0.138163       0.194929
      -0.054336     -0.0111076      0.0554597
       0.981409       0.344427        1.04009
        1.08391      -0.499589         1.1935
       0.859335      -0.513079        1.00085
      -0.648577        1.24127         1.4005
      -0.877591       0.441992       0.982611
       0.216425        1.20579        1.22505
        1.06826       0.818627        1.34586
      -0.114393      -0.984214       0.990839
       0.116233      -0.314063       0.334881
       0.407058       0.708537       0.817142
       -1.64697      -0.873957        1.86449
       0.361837      -0.419648       0.554104
        0.25293       -1.59622        1.61614
        1.24597       -0.19218         1.2607
      -0.640072      -0.464604       0.790917
       -2.23919      -0.680169        2.34021
       0.499423         2.1278        2.18562
      -0.447232       0.161119       0.475369
       0.030218      -0.108178       0.112319
      -0.150929      -0.306574       0.341712
       0.565465      -0.795298       0.975833
       0.596508      -0.527418       0.796236
        1.40462       0.557398        1.51118
      -0.889667        1.02741        1.35908
       -1.05828        1.21739        1.61307
       0.188861        1.21685        1.23141
        1.53996        1.23516         1.9741
      -0.111992      -0.991387       0.997692
        1.20439      -0.649798         1.3685
       0.419523       0.761117        0.86908
       -1.42531      -0.924806        1.69905
       0.483069       0.178673       0.515053
     0.00985424        -1.3073        1.30734
        1.28192      0.0720979        1.28394
       -0.73928      -0.714188        1.02791
       -2.20156      -0.637444        2.29199
       0.258282       0.965558       0.999506
      -0.422069       0.157233       0.450405
      -0.101136     -0.0722421       0.124287
      -0.223862      -0.582432       0.623973
       0.744245      -0.718966         1.0348
      -0.344269      -0.631004       0.718809
        1.38733       0.398082        1.44331
       -1.06835       0.839374        1.35864
       -1.28992       0.904102        1.57521
       0.155512        1.22583        1.23566
        1.33242         1.0872         1.7197
     -0.0994499      -0.995964        1.00092
        1.28221      -0.654384        1.43955
       0.470083       0.843252       0.965429
       -1.29858      -0.962364        1.61631
       0.497808       0.247887       0.556112
      -0.167069       -1.03877        1.05212
      0.0151261       0.148338       0.149108
      -0.912695        -0.3309       0.970828
      -0.859934       -1.03262         1.3438
       0.523145       0.874143        1.01873
      -0.401159       0.153395       0.429486
      -0.276731     -0.0249049       0.277849
     -0.0812151      -0.282295       0.293745
        1.02212      -0.555366        1.16326
      -0.167022      -0.579901       0.603475
        1.32368       0.133947        1.33044
       -1.19468       0.677308        1.37332
       -1.74849      -0.135647        1.75375
       0.118748        1.23105        1.23676
