              0              0       -16.0626       -16.0626              0           -nan              0
           0.05     0.00209702       -16.0647       -16.0626    0.000131064              0     2.5311e-07
            0.1    4.14939e-05       -16.0626       -16.0626    2.59337e-06              0    1.17089e-06
           0.15     0.00201461       -16.0646       -16.0626    0.000125913              0     4.3952e-07
            0.2    0.000162113       -16.0627       -16.0626    1.01321e-05              0    1.79947e-10
           0.25     0.00185864       -16.0644       -16.0626    0.000116165              0    1.25661e-07
            0.3    0.000352018       -16.0629       -16.0626    2.20012e-05              0    1.09714e-06
           0.35     0.00163813       -16.0642       -16.0626    0.000102383              0    6.36493e-07
            0.4    0.000597664       -16.0632       -16.0626     3.7354e-05              0    5.99716e-09
           0.45    0.000908582       -16.0635       -16.0626    5.67864e-05              0      5.604e-08
            0.5    0.000646268       -16.0632       -16.0626    4.03917e-05              0    9.82786e-07
           0.55    0.000587634       -16.0631       -16.0626    3.67271e-05              0    9.67336e-07
            0.6    0.000962381       -16.0635       -16.0626    6.01488e-05              0    5.50427e-08
           0.65    0.000763937       -16.0633       -16.0626    4.77461e-05              0    1.03771e-08
            0.7     0.00148465        -16.064       -16.0626    9.27905e-05              0    8.11873e-07
           0.75     0.00051202       -16.0631       -16.0626    3.20013e-05              0    1.09432e-06
            0.8     0.00168454       -16.0642       -16.0626    0.000105284              0    3.71527e-08
           0.85    0.000627765       -16.0632       -16.0626    3.92353e-05              0    5.38446e-08
            0.9     0.00153462       -16.0641       -16.0626    9.59135e-05              0    7.94605e-07
           0.95    0.000516181       -16.0631       -16.0626    3.22613e-05              0    9.31317e-07
              1     0.00165285       -16.0642       -16.0626    0.000103303              0    5.21527e-08
           1.05     0.00091041       -16.0635       -16.0626    5.69006e-05              0    1.16946e-07
            1.1     0.00142895        -16.064       -16.0626    8.93096e-05              0    9.74998e-07
           1.15    0.000650422       -16.0632       -16.0626    4.06514e-05              0    6.95766e-07
            1.2     0.00148027        -16.064       -16.0626    9.25166e-05              0    3.08827e-08
           1.25      0.0008114       -16.0634       -16.0626    5.07125e-05              0    6.56756e-08
            1.3     0.00149128       -16.0641       -16.0626    9.32051e-05              0    9.30366e-07
           1.35    0.000528066       -16.0631       -16.0626    3.30041e-05              0    7.33217e-07
            1.4     0.00165712       -16.0642       -16.0626     0.00010357              0    3.36568e-08
           1.45    0.000418753        -16.063       -16.0626    2.61721e-05              0     2.4049e-08
            1.5      0.0011003       -16.0637       -16.0626    6.87687e-05              0    6.63385e-07
           1.55    0.000192106       -16.0628       -16.0626    1.20066e-05              0    1.14268e-06
            1.6     0.00128066       -16.0638       -16.0626    8.00414e-05              0    1.85548e-07
           1.65     0.00114767       -16.0637       -16.0626    7.17294e-05              0    4.22148e-08
            1.7     0.00106223       -16.0636       -16.0626    6.63895e-05              0    1.21003e-06
           1.75    0.000934369       -16.0635       -16.0626     5.8398e-05              0    9.13759e-07
            1.8     0.00129515       -16.0639       -16.0626    8.09466e-05              0    1.28706e-09
           1.85     0.00118905       -16.0637       -16.0626    7.43156e-05              0    3.90221e-07
            1.9    0.000193554       -16.0628       -16.0626    1.20971e-05              0    1.23088e-06
           1.95     0.00120883       -16.0638       -16.0626     7.5552e-05              0    3.84242e-07
              2     0.00177639       -16.0643       -16.0626    0.000111024              0    7.64465e-08
           2.05     0.00048264        -16.063       -16.0626     3.0165e-05              0    1.56055e-06
            2.1     0.00146862        -16.064       -16.0626    9.17887e-05              0    8.47907e-07
           2.15     0.00112464       -16.0637       -16.0626    7.02899e-05              0    5.07345e-09
            2.2    0.000523649       -16.0631       -16.0626    3.27281e-05              0    6.14544e-07
