0
       0.568196       0.554475              0              0       -19.9187       0.815964
        1.55028       0.507484              0              0          20.36        36.2929
        2.56853       0.543598              0              0       -27.8264       -33.3523
        3.53177       0.566278              0              0        34.2677        -53.481
       0.522358        1.56883              0              0        11.0272       -6.53938
        1.52431        1.51365              0              0        3.67681         12.271
        2.53959        1.50498              0              0        -4.8273        39.3321
        3.54415         1.5081              0              0       -10.8879         47.638
       0.515103        2.56004              0              0       -2.38838       -6.58259
        1.52295         2.5706              0              0       -6.89178       -20.7421
        2.51474        2.55757              0              0       -2.25786       -36.9594
        3.50692        2.52354              0              0        6.11606       -4.08097
       0.561341        3.53719              0              0       -58.1998        16.9863
        1.50188        3.55993              0              0        58.3582       -28.9144
        2.56107        3.52091              0              0       -49.0493        29.6118
         3.5126        3.53441              0              0        48.4414        7.70407

0.05
       0.551817       0.555835      -0.367338      0.0747486        12.4275        3.47324
        1.56615       0.539221       0.321189       0.872372       -13.8679       -5.84042
        2.54671       0.518116      -0.453319      -0.518181        17.6432        20.7907
        3.56229       0.522364       0.819394       -1.10969       -9.94426        15.2964
       0.532899        1.56101       0.308351      -0.289418       -1.60997       -3.37077
        1.52886        1.52934       0.177105       0.617268        2.93126        9.63252
        2.53422        1.53904      -0.192084       0.873172       -2.16643       -14.9822
        3.53324        1.54454      -0.332474       0.819259       0.836823       -19.5622
       0.512823        2.55488      -0.070487      -0.107497      -0.222303        3.97007
        1.51501        2.54569      -0.288008      -0.925415       -3.29352       -10.8148
        2.51275        2.52493      -0.061102      -0.853037      -0.486185        13.8691
        3.51262         2.5239       0.160954       0.200345       -1.43491         16.354
        0.51599        3.55503      -0.997187       0.580492        31.2141        1.84612
        1.54869        3.53572        1.10125      -0.633716       -26.5979        5.64559
         2.5212        3.54358      -0.928204       0.444684        25.3454       -20.6975
         3.5505         3.5384       0.801957     -0.0453881        -30.775       -15.6099

0.1
       0.559307       0.564767       0.658952        0.26215        11.0821       0.865415
        1.55952       0.567097      -0.470842       0.143958       -1.39098       -18.9381
        2.55449       0.526517       0.705225       0.740438        12.4723        9.30524
        3.57808       0.498878      -0.228855       0.198262        -15.019        20.5804
        0.54173        1.54792    -0.00875688     -0.0945513       -7.89472        12.6413
        1.53934        1.55772       0.180061       0.139843       -4.18875       -30.7865
         2.5246        1.54441      -0.118413      -0.727979        6.05643       -21.9602
         3.5226        1.55285     -0.0344102      -0.443394        7.92254       -17.2097
       0.508748        2.55711       -0.10846       0.210124       -2.07472        5.97409
        1.49956        2.50566      -0.268051      -0.228121        3.77015        37.8708
        2.50894        2.51879      -0.106772       0.663591       -2.22988         19.307
        3.51534        2.55041      -0.106953       0.539528       -7.53311        -20.232
       0.522299        3.57889        1.06111       0.259755        14.0565       -11.6046
        1.54847        3.51418       -1.04327      -0.203208       -20.4633        9.92944
        2.52769        3.53217        1.08804      -0.772702        14.6896       -7.53707
        3.53506        3.51423       -1.19861      -0.687696       -9.25522        11.7945

0.15
       0.584813       0.575555      0.0510898       0.150835       -22.3469       -1.17365
        1.55488       0.548517       0.575566      -0.897541        30.2015       -18.6237
        2.58857       0.550596       0.380503       -0.18726       -19.4021        -35.821
        3.56635       0.521769      0.0909844       0.487373        22.4333       -6.90607
       0.533753        1.56256      -0.245842        0.67598      -0.362617        12.2322
        1.53986        1.53562       -0.19392      -0.668698       -8.00956        4.83361
        2.52742        1.51096       0.208127     -0.0996995        3.66272        34.6984
         3.5287        1.52012       0.220494      -0.675555        1.23307        5.66689
       0.499251        2.57313      -0.286912       0.393423       -3.81803        1.57778
        1.49231        2.53069      -0.021662       0.804352        3.27696       -6.38827
        2.49885        2.54589      -0.326615     -0.0531917       -4.99759       -33.2243
        3.50227        2.53504      -0.378881       -1.12505       -3.57256       -18.8386
       0.557878        3.57991      -0.204263       -0.11907       -47.9691      -0.652965
        1.50866         3.5181      0.0650153       0.393523        47.2988         13.375
        2.55681        3.50904      -0.532005       0.230784       -49.2981        34.4022
         3.5054         3.5141       0.598321       0.689793        51.6701        14.8424

0.2
       0.576158       0.585535    -0.00149502       0.321836        21.9557        7.48133
         1.6055       0.497117        1.06499      -0.680738       -13.4065        35.3606
        2.59008       0.514081     -0.0191838      -0.743344        14.3589         23.561
        3.59317       0.531376       0.721694      -0.168824       -5.34498       -14.5816
       0.524423        1.60391     -0.0785006       0.823558        5.33605       -5.86107
        1.52394        1.51141      -0.349285       -0.32929        2.94773        3.69806
        2.53875        1.53446       0.178155       0.592953       -4.37214       -14.4321
        3.53819        1.49694       0.114126      -0.249652       -4.11018        5.50451
       0.480975        2.59403      -0.429958       0.438397       -2.32866        1.25184
        1.48937        2.55283      -0.216122      0.0140615       -10.4521       -16.5155
        2.47988        2.51832      -0.369558      -0.594948        1.68251        17.3163
        3.48007        2.47735      -0.479449      -0.826937      0.0348784        23.8886
        0.51617        3.57908      -0.680241       0.207477        39.4885        13.7727
         1.5432        3.54515       0.564394       0.320596       -36.4283       -28.3518
        2.50492          3.545      -0.797479       0.683154        36.8032       -24.5881
        3.56097          3.545       0.777916       0.191701       -46.1646       -27.5047

0.25
       0.609453       0.613271        1.26493       0.819192        14.9899        11.1036
        1.63303       0.508558      0.0638168       0.787183       -10.4024      0.0871865
          2.619       0.519446        1.15072       0.854752        12.2495        13.9749
        3.61751       0.507557          0.352      -0.751422        5.20714       -11.0385
       0.525814        1.63436      0.0913658       0.387929       0.524417       -6.48812
        1.51401        1.49923    -0.00477438      -0.116901        7.99521        8.24818
        2.54018          1.535      -0.152598      -0.533472       -8.14009       -10.8743
        3.53961        1.48514     -0.0301399      -0.287058       -1.29489       -2.01127
       0.455589        2.62012      -0.605379        0.66516       -4.30434        7.98585
        1.46421        2.53334      -0.775917       -0.81646       -9.08331       -18.2065
        2.46185        2.52115       -0.40206       0.673255       -4.08569        13.7012
         3.4576        2.46939      -0.404944       0.444647        1.58227        16.2055
       0.536526        3.60885        1.02228       0.965938       -7.98467        12.4377
        1.51892        3.52267       -1.14723      -0.940527        3.59241       -2.52722
        2.51634         3.5368       0.947911      -0.881516        6.24747       -11.4809
        3.53612        3.51672       -1.36998        -1.2707       -7.09291       -21.1174

0.3
       0.674409       0.666671        1.04339        1.27312       -17.4665        5.88153
        1.64323       0.526843       0.685913      -0.304563        28.1615       -30.0608
        2.67483       0.555391       0.896588       0.223568       -9.24529       -27.1162
        3.65687       0.455769        1.40065       -1.29235        25.1952       -6.95583
       0.528723          1.654     -0.0120046        0.58452       -3.95492        15.2782
