        3.29768       0.956588        3.43362
      -0.136943       -2.51401        2.51773
       0.495102      -0.909703        1.03571
      -0.479594       0.302317       0.566926
       -1.33344         0.7132        1.51219
       -1.57781        2.09165        2.62001
       -1.33798       -3.32836        3.58723
        2.05983        2.86756         3.5307
      -0.668932       -4.15861        4.21207
        -2.8156        1.77409        3.32791
    -0.00529265      0.0447997      0.0451113
      -0.366663        3.28733        3.30771
      -0.461899         1.5942        1.65977
       0.738893        1.27137        1.47049
       0.631952        -2.9922         3.0582
         1.9607       -1.00021        2.20108
       -0.12524        2.27647        2.27991
       -2.07915       -1.23539        2.41849
      -0.739518       0.492903        0.88873
      -0.520383        3.39537        3.43501
     -0.0863285      -0.914617       0.918682
      -0.702083         3.3625        3.43501
       0.183275       -3.79616        3.80058
       -1.29808       0.642043        1.44818
       0.939968        1.28189        1.58958
         4.0959        1.15455        4.25552
      -0.521377       -4.81262        4.84078
        1.15596        2.04266        2.34706
        1.34137       -1.23729        1.82488
        1.44568       -1.34495        1.97456
       -3.87466       -2.41807        4.56728
       0.784664        1.11073        1.35993
      -0.564745         1.0543        1.19603
       0.780086         4.3368         4.4064
       0.707029      -0.859997        1.11332
       -0.42312      -0.375376       0.565631
        3.04977       -1.25655        3.29849
       0.839256      -0.624027        1.04583
        3.15053        2.74048        4.17565
      -0.512251        1.93459        2.00126
      -0.893526       0.517871        1.03275
      -0.706516       -1.78355        1.91839
       -2.80154       0.337105        2.82175
        -2.0849       -2.83883        3.52219
        1.04646        -2.1182         2.3626
       0.918766      -0.190257       0.938258
     -0.0146895        -3.0056        3.00564
       -2.49062        2.13125        3.27802
     -0.0916604       -2.33882        2.34062
       -2.81484       -1.36614        3.12884
        1.38931       -1.27973        1.88889
        1.05632      -0.526065        1.18007
        2.56203       -2.53124        3.60155
       -1.32486      -0.102407        1.32882
       -1.44236        1.76588        2.28007
       0.430335       -4.49093         4.5115
       -2.51652      0.0859265        2.51799
      -0.300025        1.86702        1.89097
         2.6465         1.0293        2.83961
        1.18579        2.24891        2.54238
        -1.6466      -0.507569        1.72306
       -2.79408       0.436086        2.82791
         1.8575          2.377        3.01669
        1.80318        3.33278        3.78931
       -1.76881       -1.25592        2.16934
       -1.75805       -2.89048        3.38313
       -1.59632       0.653557        1.72493
       0.799189       -4.23218        4.30698
       -3.16107        2.40257        3.97049
       0.616777      -0.378911        0.72387
        3.45082       -0.81734        3.54629
      -0.393186       -1.52218        1.57214
      -0.489116      -0.597714       0.772332
       0.350661        1.37892        1.42281
       0.428347        3.58393        3.60944
         2.2107        -1.8955        2.91206
       -2.95187        1.97039        3.54908
       -1.22528     -0.0565039        1.22658
