              0         2.9115
              0        3.40093
              0        4.88763
              0        3.12134
              0        2.33542
              0        3.75217
              0        3.43149
              0        4.10329
              0        4.13287
              0         3.2479
              0        4.85389
              0        5.73698
              0        3.37218
              0        2.47933
              0        1.24561
              0        4.20216
              0        6.58605
              0        2.38843
              0        3.74798
            0.1        2.68849
            0.1        3.61709
            0.1         4.3622
            0.1        3.08596
            0.1        2.70145
            0.1        4.14873
            0.1        3.29571
            0.1        3.97915
            0.1        4.55488
            0.1        2.64925
            0.1        4.83052
            0.1        6.30644
            0.1        3.45207
            0.1        2.68881
            0.1        1.83065
            0.1        3.97183
            0.1         6.7116
            0.1        2.35572
            0.1        3.42844
            0.2        2.68852
            0.2        3.89026
            0.2        3.88803
            0.2        3.06614
            0.2        3.28957
            0.2        4.61383
            0.2        3.20855
            0.2        3.85617
            0.2        5.03732
            0.2        2.17453
            0.2        4.80503
            0.2        6.38743
            0.2        3.55535
            0.2        2.91817
            0.2        2.39266
            0.2        3.86016
            0.2        6.29436
            0.2         2.3356
            0.2        3.26981
            0.3        2.91462
            0.3        4.41298
            0.3         3.4869
            0.3        3.42655
            0.3        3.96594
            0.3         5.1293
            0.3        3.17375
            0.3        4.02845
            0.3         5.5642
            0.3        1.91783
            0.3        4.77482
            0.3        6.21349
            0.3         3.6861
            0.3        2.87475
            0.3        2.47669
            0.3        3.87781
            0.3        5.87276
            0.3        2.20346
            0.3        3.40687
            0.4        3.42493
            0.4        5.13865
            0.4         3.1855
            0.4         3.6042
            0.4        4.66058
            0.4         5.6873
            0.4        3.19003
            0.4        4.33449
            0.4         5.9831
            0.4        1.97524
            0.4        4.74206
            0.4        6.04649
            0.4        3.85881
            0.4        2.70539
            0.4        2.49197
            0.4        4.02644
            0.4        5.52333
            0.4         2.0351
            0.4        3.73321
            0.5        4.12951
            0.5        5.70827
            0.5        3.13217
            0.5          3.753
            0.5        5.36867
            0.5        6.25268
            0.5        3.25454
            0.5        4.63524
            0.5        5.32341
            0.5        2.22492
            0.5        4.71123
            0.5        5.93276
            0.5        4.16024
            0.5        2.54319
            0.5        2.44783
            0.5        4.29387
            0.5        5.25962
            0.5        1.87231
            0.5         4.1666
            0.6        4.84467
            0.6        5.72454
            0.6        3.60945
            0.6        3.90723
            0.6          6.089
            0.6        6.75159
            0.6        3.36523
            0.6        4.93987
            0.6        4.72942
            0.6          2.156
            0.6        4.68653
            0.6        5.55664
            0.6        4.47241
            0.6        2.37853
            0.6        2.81235
            0.6        4.66061
            0.6        5.09283
            0.6        1.70672
            0.6        4.67908
            0.7        5.51979
            0.7        5.47094
            0.7        4.18387
            0.7        4.06558
            0.7        6.62816
            0.7        6.58688
            0.7        3.52159
            0.7        5.13551
            0.7        4.23511
            0.7        2.10072
            0.7        4.67244
            0.7         5.2005
            0.7        4.77919
            0.7        2.20542
            0.7        3.35575
            0.7         5.0494
            0.7        4.98763
            0.7        1.53303
            0.7        5.25083
            0.8        5.79142
            0.8        5.28034
            0.8        4.94015
            0.8        4.18075
            0.8        6.61231
            0.8         6.2406
            0.8        3.72629
            0.8         5.0677
            0.8        3.87103
            0.8        2.06253
            0.8        4.61255
            0.8        4.79268
            0.8        5.07058
            0.8        2.01371
            0.8        4.00386
            0.8        4.96743
            0.8        4.97243
            0.8        1.34306
            0.8        5.74814
            0.9        6.10845
            0.9        4.91565
            0.9        5.51184
            0.9        4.28113
            0.9        5.88732
            0.9        5.95189
            0.9        3.98906
            0.9        4.91578
            0.9        3.67817
            0.9        2.04174
            0.9         4.3756
            0.9        4.12652
            0.9        5.34034
            0.9        1.79072
            0.9        4.71147
            0.9        4.97758
            0.9        5.07869
            0.9        1.12492
            0.9        5.39386
              1        6.46386
              1         4.6604
              1        5.17347
              1        4.38213
              1        5.37268
              1        5.73575
              1        3.91034
              1        4.81395
              1        3.61512
              1        2.00389
              1        4.13534
              1        3.46863
              1        5.60198
              1        1.71971
              1        4.83871
              1        5.16041
              1        5.25925
