              0        5.02663
              0        4.06822
              0        4.88172
              0        2.46456
              0        5.11827
              0        2.32954
              0        3.19174
              0        3.93103
              0        5.50053
              0        4.95479
              0        4.25317
              0        4.28192
              0        2.00393
              0        5.38006
              0        2.73766
           0.05        4.85821
           0.05        4.46123
           0.05        4.87252
           0.05        2.46557
           0.05        5.40717
           0.05        2.14737
           0.05        3.26712
           0.05         4.2136
           0.05        5.22977
           0.05        4.94286
           0.05        3.91487
           0.05        4.45185
           0.05        1.73286
           0.05        5.25216
           0.05        2.99241
            0.1        4.71756
            0.1        4.85554
            0.1        4.86682
            0.1        2.46826
            0.1        5.71146
            0.1        2.01984
            0.1        3.34368
            0.1        4.49782
            0.1        4.95568
            0.1        4.93424
            0.1        3.58904
            0.1        4.62366
            0.1        1.50048
            0.1        5.12458
            0.1        3.27038
           0.15        4.60728
           0.15        4.86438
           0.15        4.86645
           0.15        2.47434
           0.15        5.59926
           0.15        1.95635
           0.15        3.42377
           0.15        4.78328
           0.15        4.67532
           0.15        4.85695
           0.15         3.2788
           0.15        4.79867
           0.15         1.3277
           0.15        4.99731
           0.15        3.56743
            0.2        4.53068
            0.2        4.46635
            0.2        4.87369
            0.2        2.48536
            0.2        5.42271
            0.2        1.96813
            0.2        3.51134
            0.2        5.06894
            0.2         4.3856
            0.2        4.66892
            0.2        2.98795
            0.2        4.97919
            0.2        1.23595
            0.2        4.87168
            0.2         3.8808
           0.25        4.53467
           0.25        4.06555
           0.25        4.88947
           0.25        2.50073
           0.25        5.31469
           0.25        2.07014
           0.25        3.56592
           0.25        5.35387
           0.25        4.08573
           0.25        4.48495
           0.25        2.72236
           0.25        5.16639
           0.25         1.2292
           0.25        4.70443
           0.25        4.20754
            0.3        4.65847
            0.3        3.66335
            0.3        4.91335
            0.3        2.51878
            0.3        5.36431
            0.3        2.25914
            0.3        3.55005
            0.3        5.63919
            0.3        3.77699
            0.3        4.31092
            0.3        2.48957
            0.3        5.36058
            0.3        1.29419
            0.3        4.41463
            0.3        4.54469
           0.35         4.8256
           0.35        3.26126
           0.35         4.9442
           0.35         2.5379
           0.35        5.42236
           0.35        2.50735
           0.35        3.53738
           0.35        5.61731
           0.35        3.46153
           0.35        4.14881
           0.35        2.29869
           0.35        5.55243
           0.35        1.42238
           0.35        4.13388
           0.35        4.88976
            0.4        5.02547
            0.4        2.86075
            0.4        4.98094
            0.4        2.55702
            0.4        5.48243
            0.4        2.79136
            0.4        3.53185
            0.4        5.60225
            0.4        3.14174
            0.4        4.00008
            0.4        2.16153
            0.4        5.74826
            0.4        1.60489
            0.4         3.8697
            0.4        4.88664
           0.45         5.2069
           0.45        2.46324
           0.45        5.02341
           0.45        2.57593
           0.45        5.54533
           0.45        3.09836
           0.45        3.52962
           0.45        5.64789
           0.45        2.81848
           0.45        3.86566
           0.45        2.09385
           0.45        5.95947
           0.45        1.82873
           0.45        3.62209
           0.45          4.494
            0.5        5.23843
            0.5        2.06794
            0.5        5.06291
            0.5        2.59482
            0.5        5.61161
            0.5        3.42102
            0.5        3.52912
            0.5         5.9051
            0.5        2.49946
            0.5        3.74653
            0.5        2.11846
            0.5        6.18319
            0.5        2.08962
            0.5        3.39284
            0.5        4.10147
           0.55        5.26874
           0.55        1.63401
           0.55         5.0075
           0.55        2.61416
           0.55        5.68208
           0.55        3.75459
           0.55        3.52991
           0.55        6.18488
           0.55        2.26545
           0.55        3.64117
           0.55        2.21524
           0.55        6.41879
           0.55        2.40795
           0.55        3.18513
           0.55        3.71801
            0.6        5.30162
            0.6        1.17571
            0.6         4.9451
            0.6        2.63576
            0.6        5.58756
            0.6        4.09626
            0.6        3.53223
            0.6        6.45821
            0.6        2.08316
            0.6        3.55452
            0.6        2.34451
            0.6        6.48468
            0.6        2.77099
            0.6        3.00326
            0.6        3.40058
           0.65        5.28897
           0.65       0.855167
           0.65        4.93629
           0.65        2.59654
           0.65        5.36798
           0.65        4.40574
           0.65        3.51716
           0.65        6.67202
           0.65        1.95471
           0.65        3.54128
           0.65        2.48291
           0.65        6.57334
           0.65        3.11858
           0.65        2.85767
           0.65        3.17256
            0.7        5.15801
            0.7        1.26775
            0.7        4.84674
            0.7        2.20353
            0.7        5.37062
            0.7        4.49228
            0.7        3.43738
            0.7        6.52885
            0.7        2.08497
            0.7        3.87175
            0.7         2.5254
            0.7        6.25545
            0.7        3.23031
            0.7        2.76884
            0.7        3.31613
           0.75        5.06205
           0.75         1.7235
           0.75        4.48899
           0.75        1.79429
           0.75        5.38782
           0.75        4.56743
           0.75         3.4142
           0.75        6.30206
           0.75        2.23193
           0.75        4.22177
           0.75        2.57325
           0.75        5.90295
           0.75        3.33616
           0.75        2.67625
